matricule,prenom,nom,grade,specialite,certifications,statut_medical,genre,service,date_derniere_eval,date_naissance,date_affectation,date_derniere_formation
EMP24925,Alban,Clement,Ingénieur en chef,Achats,Niveau 1,APTE,M,Service A,2024-04-30,2001-07-06,1989-05-23,1900-01-01
EMP90836,André,Barbier,AGent_PrinciPal,Juridique,Niveau 1,APTE,M,Direction,2023-03-31,1996-04-19,1986-10-12,1990-09-30
EMP72916,Urbain,Lefevre,Technicien en chef,FiNance,Niveau 1,apte,F,Service D,2024-05-31,1965-11-13,2009-04-02,1990-11-30
EMP28011,Ophélia,Blanchard,Agent Principal,Achats,Niveau 1,apte,M,Service B,2024-03-31,1974-06-25,1995-02-16,1991-11-30
EMP67317,Gilbert,Lemoine,Agent,InfOrmatIQUE,Niveau 1,APTE,M,Service E,2024-01-31,2007-01-11,2002-06-12,2012-07-31
EMP27102,Anaël,Daniel,Ingénieur,Logistique,Niveau 2,APTE,F,Direction,2023-08-31,1995-07-29,1900-01-01,2016-09-30
EMP02002,Yannick,BeSsOn,Technicien,RH,Aucune,APTE,F,Service B,2025-01-31,1974-07-25,2005-12-15,1900-01-01
EMP55783,AuxeNcE,Julien,Cadre B,Logistique,Formation sécurité,APTE,M,Service B,2024-03-31,1967-08-19,2006-07-08,2009-10-31
EMP99931,Lola,Ferrand,Ingénieur,Achats,Niveau 1,APTE,F,Service A,2024-08-31,1961-06-06,1997-09-23,1994-12-31
EMP18960,Lola,Fontaine,Agent,Qualité,NIveau-2,APTE,F,Service E,2023-01-31,2007-02-16,2022-06-03,1996-01-31
EMP68365,Hélène,Aubry,Agent Principal,Finance,Niveau 1,APTE,F,Direction,2023-06-30,1984-11-20,2017-07-29,2018-12-31
EMP12744,Jonathan,Lefort,Agent Principal,QUaLITé,Aucune,apte,F,Service E,2024-09-30,2004-07-01,1997-03-07,2012-05-31
EMP98129,Gaspard,Maillot,Cadre B,Maintenance,Niveau 2,,F,Service D,2024-07-31,1977-03-13,2010-09-30,1992-10-31
EMP55938,Valentin,Hervé,Ingénieur,RH,Niveau 1,APTE,M,Direction,2023-02-28,1978-09-01,1986-12-07,1900-01-01
EMP17641,Quitterie,Pellegrin,Technicien,Juridique,Aucune,APTE,M,Service D,2024-01-31,1976-04-11,1995-10-26,1988-03-31
EMP23224,Pascale,Thomas,Ingénieur en chef,Informatique,Aucune,APTE,M,Service C,2024-10-31,1966-05-11,1993-08-31,2006-12-31
EMP34110,FlOrENt,Guérin,Cadre A,Finance,Aucune,APTE,M,Service E,2024-12-31,1976-01-21,2023-06-21,2021-12-31
EMP92794,Silas,Fabre,Technicien,Finance,Aucune,APTE,F,Service B,2024-03-31,1978-12-05,2015-10-04,1986-04-30
EMP85431,Zéphirine,Maillard,Agent   Principal,Logistique,Habilitation spéciale,EN_ATTENTE,M,Service D,2024-01-31,2004-07-04,2007-04-13,2019-03-31
EMP98465,Caroline,Pruvost,AgEnt,Informatique,Aucune,APTE,M,Service E,2024-12-31,1990-05-31,2019-10-13,1990-11-30
EMP68474,Blanche,Robert,Technicien,Finance,Niveau 1,apte,Femme,Service E,2023-08-31,2001-11-16,2001-11-09,2008-02-29
EMP55422,Anaïs,Rouxel,Ingénieur,Juridique,Aucune,EN_ATTENTE,M,Service B,2023-06-30,1992-04-07,1996-04-24,1989-12-31
EMP90957,Calypso,Diaz,Technicien en chef,Informatique,Aucune,APTE,M,Service D,2024-12-31,1992-03-10,2018-04-04,2005-12-31
EMP76932,Mathias,Poirier,Technicien,RH,Niveau 2,RESTRICTION,M,Service C,2023-06-30,1978-07-22,1994-07-17,2018-04-30
EMP04059,Aimé,Meunier,Technicien,Informatique,Niveau 2,APTE,M,Service C,2023-07-31,1966-02-07,1984-10-26,2016-12-31
EMP56620,Anaël,Bertin,Agent Principal,Juridique,Aucune,EN_ATTENTE,F,Service B,2023-09-30,2008-06-08,1986-07-12,2009-11-30
EMP28184,Zénon,Ménard,Agent,Informatique,Niveau 1,APTE,M,Service C,2024-10-31,1968-07-30,1900-01-01,1987-12-31
EMP68588,Primevère,Picard,Agent,Qualité,Aucune,,M,Service A,2023-05-31,2004-12-01,2023-06-10,1997-10-31
EMP38379,Solène,Charrier,Ingénieur,Maintenance,Niveau 2,APTE,F,Direction,1900-01-01,1975-03-05,1997-06-07,1983-12-31
EMP04910,Jérôme,Blanchard,Agent,Informatique,Niveau_2,APTE,M,Service A,2024-07-31,1993-05-28,2018-09-21,1988-01-31
EMP23477,Toussaint,Remy,Ingénieur,   Maintenance,Formation sécurité,,M,Service E,2024-06-30,1999-06-29,1996-06-15,2018-07-31
EMP89509,EvaRIste,Delmas,Technicien,Juridique,Aucune,APTE,M,Service A,2023-11-30,2004-05-19,2010-11-19,1900-01-01
EMP60287,Léocadie,Ferrand,Ingénieur en chef,Logistique,Niveau 1,RESTRICTION,M,Service D,2024-11-30,1967-03-28,2003-04-02,2007-02-28
EMP26239,Aubane,Lemoine,Cadre B,Qualité,Aucune,APTE,F,Service C,2023-02-28,1972-09-23,2002-08-08,2005-12-31
EMP16184,Gauthier,Durand,Cadre B,Juridique,Formation sécurité,APTE,F,Service B,2023-07-31,1967-06-20,2010-07-04,1996-03-31
EMP74959,Lucien,Leclercq,Agent, Maintenance,Habilitation spéciale,APTE,M,Service A,2023-02-28,1997-10-19,1991-10-03,1900-01-01
EMP74506,Jérémy,André,Technicien en chef,Maintenance,Habilitation spéciale,APTE,F,Service C,1900-01-01,1976-12-20,2021-04-22,1900-01-01
EMP24643,Aaron,Meunier,Agent Principal,  MaIntEnance,Aucune,APTE,F,Service D,2023-03-31,1992-05-25,2006-07-06,1900-01-01
EMP33983,Augusta,Lopes,Agent,Achats,Niveau 2,APTE,M,Service E,2023-03-31,1969-11-11,2002-08-29,2020-05-31
EMP32809,Léopold,Delorme,Technicien,Qualité,Niveau 1,APTE,M,Service A ,2023-05-31,1976-03-22,2023-09-04,2015-06-30
EMP39381,Flavie,Maillot,Cadre A,Juridique,Aucune,EN_ATTENTE,Femme,Service E,2024-09-30,2001-03-02,1991-01-01,2018-02-28
EMP24354,Léandre,Dufresne,Ingénieur_en_chef,Juridique,Aucune,APTE,F,Service D,2023-11-30,1973-12-23,1999-06-13,1997-02-28
EMP08828,Basilia,LoYer,Agent_Principal,Finance,Aucune,APTE,M,Service B,2023-07-31,1970-12-08,2007-07-25,1997-07-31
EMP60911,Étienne,Maillot,Ingénieur,Juridique,Aucune,APTE,F,Service A,2023-09-30,1978-04-16,1992-06-17,2005-10-31
EMP73011,Rosalie,Rouxel,Agent Principal,Informatique,Aucune,APTE,M,Service C,2024-11-30,1975-02-28,1999-12-05,1992-01-31
EMP92024,Julien,Lamy,Technicien en chef,Juridique,Niveau 2,APTE,M,Direction,2024-07-31,1990-02-23,1999-10-11,2020-06-30
EMP38129,Christine,Labbé,Agent Principal,Logistique,Aucune,RESTRICTION,M,Service C ,2023-12-31,2000-03-30,1988-03-24,2000-01-31
EMP24441,David,Marty,Ingénieur en chef,Informatique,Niveau 1,APTE,M,Service A,2024-10-31,1970-12-11,1997-12-31,2001-05-31
EMP27600,Solène,André,Agent,Logistique,Habilitation spéciale,EN_ATTENTE,M,Service C,2024-04-30,1989-03-23,2012-08-10,2018-11-30
EMP06035,Odet,Lamy,Agent,Qualité,Niveau 2,apte,Homme,Service B,2024-03-31,1977-05-04,2018-05-09,2009-07-31
EMP46082,Florence,Guichard,Ingénieur,Maintenance,Aucune,EN_ATTENTE,M,Service D,1900-01-01,1964-10-31,2007-06-12,2022-01-31
EMP97954,Coralie,Pellegrin,Technicien en chef,Logistique,Niveau 1,APTE,Homme,Service C,2023-02-28,1978-10-23,2002-03-21,1900-01-01
EMP68623,Muriel,CHarRier,Ingénieur_en_chef,Juridique,NiveaU_1,apte,M,  Service E,2023-02-28,1999-06-22,1900-01-01,2015-09-30
EMP77029,Thécla,Carre,Ingénieur,Maintenance,Aucune,APTE,F,Service D,2024-12-31,1998-01-11,1998-04-20,1989-12-31
EMP48005,Gontran,MEyeR,Cadre B,Qualité,Niveau 1,APTE,M,Service B,2023-03-31,2008-12-30,1997-04-18,1985-06-30
EMP89391,Franck,Cousin,Ingénieur,Informatique,Niveau 2,APTE,M,Service E,2024-01-31,1982-07-24,1900-01-01,1999-02-28
EMP54116,Thécla,Perrot,Cadre A,Qualité,Niveau 1,APTE,M,Service C,2023-11-30,2005-12-29,1983-11-28,2020-04-30
EMP42560,FéLIx,Da silva,Agent,Qualité ,Aucune,APTE,M,Direction,2024-06-30,1993-01-30,2003-10-03,2021-05-31
EMP91826,Irma,Dubois,Technicien en chef,Juridique,Niveau 2,APTE,M,Service B,2024-04-30,1992-08-23,1980-05-17,1999-06-30
EMP85141,Marianne,Leger,Cadre B,MaintenaNce,Aucune,EN_ATTENTE,M,Direction,2023-05-31,1966-03-26,1981-05-19,1990-11-30
EMP34102,LéanDRE,Morel,Technicien en chef,Informatique,Niveau 1,APTE,F,Service A,1900-01-01,1979-09-29,1993-02-21,2010-05-31
EMP82202,Johanna,Menard,Agent,Informatique,Niveau 1,APTE,M,Direction,2023-01-31,1968-08-05,2011-10-14,2015-02-28
EMP44480,Sibylle,Vasseur,Technicien,Achats,Formation sécurité,apte,F,Service D,2023-07-31,2005-01-07,1992-06-28,1997-07-31
EMP60945,Yannick,Poirier,Ingénieur en chef,RH,Aucune,apte,F,Service C,2023-09-30,2006-06-18,1986-10-03,2020-08-31
EMP08590,Pauline,Da silva,Cadre B,Logistique,Niveau 1,RESTRICTION,F,Service E,2023-11-30,1980-06-26,1995-11-12,1984-01-31
EMP96564,Sophie,BENoit,Ingénieur,MAintenANce,Niveau 1,apte,M,Service E,2024-03-31,2001-07-29,1986-04-01,1992-10-31
EMP64063,Aloïse,Berger,Ingénieur en chef,Logistique,Aucune,APTE,M,Service E,2024-08-31,1964-08-01,2011-06-13,1983-09-30
EMP67521,Stanislas,Arnaud,Ingénieur,Informatique,Aucune,APTE,HommE,Service B,2024-08-31,1970-10-21,2004-06-06,2013-11-30
EMP15036,Aloïse,Bailly,Agent,Maintenance,Formation sécurité,APTE,M,Service E,2024-08-31,1969-10-30,1989-11-03,1900-01-01
EMP84910,Gwenaël,Remy,   Agent,Informatique,Niveau 2,APTE,M,Service B  ,2023-11-30,1976-11-12,2006-07-29,2009-04-30
EMP38343,Reinette,Navarro,Agent,Achats,Aucune,EN_ATTENTE,F,Service D,2024-07-31,1963-05-27,2020-02-07,2008-05-31
EMP59555,Félicie,Chauvin,Ingénieur,Logistique,AuCune,APTE,M,Service C,2024-08-31,1997-02-04,2012-06-17,2014-01-31
EMP14795,Victoria,Riou,Ingénieur,Logistique,Aucune,APTE,M,Service A,2023-11-30,1994-10-31,2007-03-26,1996-08-31
EMP38456,Éléonore,Maillot,Agent,Qualité,Niveau 2,APTE,Homme,Service A,2024-10-31,1961-03-06,2024-10-13,2017-12-31
EMP65068,Gabin,Chéreau,Technicien,Juridique,Niveau 1,APTE,M,ServIce-D,2024-11-30,2000-11-20,1986-12-25,1995-12-31
EMP25556,Denis,Fleury,Technicien,Juridique,Niveau 2,APTE,M,Service D,2024-07-31,1978-01-09,2008-11-17,1900-01-01
EMP35114,Théophane,Barre,Agent Principal,RH,Habilitation spéciale,APTE,F,Service D,1900-01-01,1995-02-03,1900-01-01,2003-10-31
EMP43849,Marianne,Remy,Agent,Qualité,Niveau 2,APTE,F,Direction,2024-03-31,1982-08-12,2013-07-13,1900-01-01
EMP27794,Lysandre,Gauthier,Agent,Juridique,Formation sécurité,EN_ATTENTE,F,Service D,2024-04-30,1990-11-27,1999-12-29,2002-08-31
EMP91788,Daphné,Lecomte,Agent Principal,Maintenance,Niveau 2,APTE,F,Service C,2024-08-31,1984-10-10,2009-05-07,1992-05-31
EMP31575,Axel,Hamid,Ingénieur,Juridique,NivEAU-2,APTE,F,Service_C,2023-08-31,1996-04-20,1990-12-03,2003-07-31
EMP92704,Léocadie,Labbé,Technicien,Achats,Niveau 2,APTE,M,Direction,2023-04-30,1983-11-19,1900-01-01,1993-01-31
EMP43914,Stéphane,Michel,IngénIeuR,Logistique,Niveau_1,APTE,M,Service C,2023-11-30,2006-05-18,2020-07-01,1984-07-31
EMP05923,Blandine,Chéreau,Technicien,RH,AuCUNe,APTE,M,Service B,2023-04-30,1984-09-29,1996-11-11,1999-11-30
EMP67993,Céleste,Joubert,Technicien en chef,Achats,Formation sécurité,APTE,F,Service D,2023-07-31,1989-07-04,1997-11-24,1999-04-30
EMP09276,Isaure,Bouvier,Ingénieur en chef,Achats,Niveau 1,APTE,M,Direction,2024-01-31,1987-12-08,1993-07-05,2014-10-31
EMP35785,Éloïse,Chéreau,Agent Principal,Logistique,Niveau 2,apte,M,Service A,2024-01-31,1974-10-13,2001-07-10,1983-08-31
EMP92704,Marc,Godard, TeChnicien_EN_cheF,Finance,Niveau 1,apte,M,Service C,2023-12-31,1979-05-01,2008-06-13,2012-11-30
EMP61397,Soufiane,Jacquet,Agent,RH,AUCune,APTE,M,Service-A,2024-11-30,1993-01-11,1984-12-27,1983-02-28
EMP52925,Ghislain,Lacombe,Agent,Qualité,Niveau 1,APTE,M,Service_A,2023-12-31,1980-07-19,2005-04-22,2004-05-31
EMP52305,Mélissa,Serrano,Agent,Achats,Aucune,APTE,F,Service E,1900-01-01,1977-03-19,1987-03-07,1990-09-30
EMP93831,Paul,Maillot,Ingénieur,RH,Aucune,APTE,F,Service A,2023-12-31,1972-04-26,2008-05-22,2003-08-31
EMP84544,Jules,Lacombe,Technicien en chef,Achats,Niveau 1,APTE,M,SERvICE_A,2024-11-30,1982-05-23,2023-09-12,1900-01-01
EMP22095,Félicie,RollAnd,Agent Principal,Qualité,Niveau 2,RESTRICTION,F,SeRVice_E,2024-01-31,1991-09-05,2012-10-21,2002-08-31
EMP64209,Antonin,Aubert,Technicien en chef,Informatique,Niveau 2,apte,F,Service D,2024-11-30,2004-01-29,1995-09-02,2003-06-30
EMP50806,Vanessa,Da silva,Ingénieur en chef,Informatique,Niveau 2,APTE,F,Direction,2023-12-31,2001-08-05,2005-11-17,2015-11-30
EMP40375,MAtHIlde,Talbot,Agent Principal,RH   ,Niveau 1,APTE,F,Service A,2024-09-30,2001-12-13,1983-01-05,1900-01-01
EMP13515,César,PeLlETIer,Ingénieur en chef,Qualité,Niveau 1,APTE,F,Service A,2025-01-31,1975-05-23,2008-06-16,2022-04-30
EMP98970,Aline,David,AgeNt,Qualité,Niveau 2,APTE,M,DiRectioN,2024-10-31,2003-07-13,2005-10-17,1996-08-31
EMP21727,Benoît,Voisin,Cadre B,RH,Niveau 2,APTE,M,Direction,2023-12-31,1982-04-01,2007-10-17,1900-01-01
EMP25588,Marius,Durand,Technicien en chef,Logistique,Aucune,APTE,F,Service B,2023-08-31,1965-09-01,2020-05-11,2017-03-31
EMP02522,Charlotte,Dumas,Technicien en chef,RH,Aucune,APTE,M,Service C,2024-10-31,1995-05-13,2004-10-09,1980-08-31
EMP19446,Isidore,Navarro,Cadre A,Maintenance,Niveau 2,EN_ATTENTE,M,Service D,2025-01-31,1987-11-03,2016-01-10,2014-08-31
EMP38658,Gwenaël,Fleury,Agent, RH,Aucune,APTE,F,Service B,2024-02-29,1973-09-06,2019-05-09,1900-01-01
EMP13325,Albert,Godard,Agent,Finance,Niveau 1,APTE,M,Service A,2024-08-31,1969-01-26,1988-05-11,2018-02-28
EMP80803,Noémie,LaMy,Cadre B,Logistique,Niveau 2,APTE,F,Service C,2024-03-31,2002-05-03,2017-09-25,2015-01-31
EMP29139,Térence,Colomb,Agent,Logistique,AuCUne,apte,Homme,Service C,2024-10-31,1966-04-06,2021-05-12,2024-11-30
EMP98354,Aloïs,Leblanc,Agent,Achats,Niveau 1,APTE,F,Service D,2024-02-29,2002-11-07,2003-02-19,2002-09-30
EMP98900,Eulalie,FRAnÇoiS,Agent,Finance,Niveau 2,APTE,M,Service D,2024-01-31,2008-04-02,2013-01-10,2016-10-31
EMP07727,Adrien,LEfort,Cadre B,Logistique,Aucune,APTE,F,Service E,2023-07-31,2004-02-05,1980-09-21,2002-04-30
EMP01395,Solène,Marty,Agent,Achats,Habilitation spéciale,APTE,M,Service E,2024-07-31,2002-06-01,1995-10-29,2019-06-30
EMP67122,Béatrice,Godard,Agent,Finance,Niveau 1,apte,M,Service D,2024-11-30,1994-07-19,2009-03-20,1992-04-30
EMP60202,Marceau,Voisin,Ingénieur en chef,Maintenance,Niveau 1,APTE,F,Direction,2023-09-30,1987-08-19,1986-11-26,1981-11-30
EMP73776,Noélie,Perrin,Agent Principal,Maintenance,Niveau 1,EN_ATTENTE,M,Direction,1900-01-01,1987-06-05,2016-01-16,2010-04-30
EMP06156,Michel,Fleury,Technicien en chef,Finance,Niveau 2,APTE,M,Direction,2023-02-28,1968-09-30,2013-02-16,2005-08-31
EMP33305,Jérôme,Gautier,Ingénieur,QualitÉ,Formation sécurité,APTE,M,Service D,1900-01-01,2002-03-10,1900-01-01,1989-02-28
EMP71815,Izia,Pichon,Agent,Informatique,Niveau 2,EN_ATTENTE,F,Service D,2024-07-31,1978-04-28,1992-07-03,1986-10-31
EMP35464,Méloé,Menard,Agent,Juridique,Formation sécurité,APTE,M,Service E,2024-07-31,1976-09-15,2024-10-26,2016-02-29
EMP93643,Gauthier,Monnier,Technicien en chef,Qualité ,Niveau 1,APTE,M,Service A,2023-12-31,1995-12-27,2019-04-26,1981-05-31
EMP57799,Charlize,Meunier,Technicien,RH,Niveau 1,apte,F,SErviCe_C,2024-11-30,1975-12-28,1981-12-04,1986-02-28
EMP98287,Titouan,Hervé,Ingénieur,Finance,Niveau 2,APTE,M,Service A,2024-09-30,1966-05-08,1984-05-23,1995-08-31
EMP62851,Élisa,Lamy,Technicien,Achats,Niveau 1,RESTRICTION,M,Service A,2023-06-30,1991-08-30,1999-06-02,1900-01-01
EMP27190,Vincent,Menard,Technicien en chef,Maintenance,Niveau 1,RESTRICTION,M,Direction,2023-04-30,1987-10-05,2009-01-01,2024-08-31
EMP53317,Zoé,Michaud,Agent,Juridique,Niveau 2,apte,M,Service   A,2023-02-28,1965-02-23,1988-07-29,2007-05-31
EMP74807,Sophie,Gomez,Technicien en chef,Juridique,Aucune,APTE,F,Service C ,2023-03-31,1994-04-05,1980-12-04,2015-12-31
EMP58409,Emmanuel,Charrier,Ingénieur en chef,Informatique,Niveau 2,APTE,F,Service A,2023-12-31,1996-04-18,1997-06-02,2001-05-31
EMP10027,Denis,Daniel,Ingénieur,Achats,Aucune,APTE,F,Service A,2023-10-31,1970-09-02,1982-02-23,2005-10-31
EMP80317,Noé,Dupont,Agent Principal,Qualité,Aucune,APTE,M,Service E,2023-10-31,1974-02-14,2022-07-08,2018-04-30
EMP07899,Gérard,Meunier,Ingénieur en chef,Informatique,Niveau 1,apte,Homme,Service D,2023-03-31,1986-02-15,1900-01-01,2000-11-30
EMP98949,Eugénie,Morel,Ingénieur,Logistique,Niveau 2,APTE,F,Service B,2025-01-31,1960-08-30,1997-01-12,2019-08-31
EMP10475,David,Lacroix,Technicien en chef,Juridique,Formation_sécurité,APTE,F,Service A,2023-08-31,2000-08-10,2002-11-16,2011-11-30
EMP90904,Michèle,Delorme,Agent Principal,Finance,Niveau 1,APTE,M,Service E,2024-05-31,1993-05-02,2007-02-26,2021-01-31
EMP34371,Fabrice,Joubert, Agent Principal,Finance,Niveau 1,apte,F, Service B,2023-04-30,1963-09-01,1988-08-31,1985-12-31
EMP03826,Édouard,Godard,Technicien,Maintenance,Aucune,APTE,M,Service B,2023-09-30,1980-12-01,1985-09-09,2025-01-31
EMP07210,Astrid,Aubry,Technicien,Logistique,Aucune,apte,M,Service C,2025-01-31,2004-11-16,2021-04-24,2019-12-31
EMP73577,Toussaint,Lebreton,Technicien en chef,RH,Aucune,apte,M,Service E,2024-03-31,2000-07-31,1992-11-16,2009-08-31
EMP70074,Charles,Rousseau,Ingénieur en chef,Informatique,Niveau 2,RESTRICTION,M,Service D,2023-11-30,1966-07-29,1900-01-01,2006-05-31
EMP40804,Térence,BERgER, Cadre B,Achats,Niveau 2,APTE,M,Service C,2023-12-31,1988-06-01,1999-07-27,1900-01-01
EMP40551,Daniel,Voisin,Technicien,RH,Niveau 1,APTE,M,Service C,2023-11-30,1975-07-07,2004-09-02,1900-01-01
EMP23257,Erwan,Bertrand,Agent,MaIntEnaNcE,Niveau 2,APTE,M,Service C,2024-10-31,1983-09-03,1995-07-16,1900-01-01
EMP31445,Maximilien,Ferrand,Agent Principal,Qualité,Niveau 2,RESTRICTION,M,Service B,2023-02-28,1992-07-04,1982-09-01,1996-04-30
EMP62325,Pascale,Hervé,Ingénieur,JuriDique,Aucune,APTE,F,Service D,2023-05-31,1988-12-05,1982-06-18,2017-08-31
EMP34994,Christian,Pichon,Cadre A,Juridique,Niveau 2,RESTRICTION,M,Service E,2023-04-30,1998-11-28,2011-10-27,2010-08-31
EMP78000,Solal,Bonnel,Agent,Maintenance,Formation sécurité,APTE,F,Service A,2023-02-28,1977-04-23,1900-01-01,1900-01-01
EMP30667,Coralie,Aubry,Ingénieur   ,Informatique,Formation sécurité,APTE,F,Service E,2024-06-30,1980-03-16,1900-01-01,1998-05-31
EMP74187,Théodore,Barre,Technicien en chef,Juridique,Aucune,,M,Service A,2023-12-31,1981-06-30,1997-10-24,2013-07-31
EMP84863,Archibald,Maillot,Technicien en chef,Maintenance,Niveau 1,RESTRICTION,M,Service B,2023-10-31,2007-08-04,1983-04-25,2007-04-30
EMP98137,AdéLAÏde,Poulain,Technicien,Informatique,Niveau 2,APTE,M,Service C,2024-12-31,1969-04-17,2006-11-07,1999-08-31
EMP50523,Pacôme,Pelletier,Agent,Informatique,Niveau 1,APTE,M,Service D,1900-01-01,2006-02-16,1991-08-11,2018-10-31
EMP79527,Éloïse,Bertin,Agent,Achats,AUCunE,apte,F,ServiCE_C,2024-11-30,1972-07-20,1995-08-17,2003-11-30
EMP92593,Louisa,Giraud,Cadre B,Qualité,Formation sécurité,apte,M,Direction,2023-06-30,1995-02-15,1994-06-09,2005-12-31
EMP46099,Eunice,Gautier,CAdrE-B,Informatique,Niveau 1,APTE,M,  Service E,2023-07-31,1968-01-02,1981-06-17,1996-11-30
EMP14898,Yvon,Boutin,Ingénieur en chef,Informatique,Aucune,APTE,M,Direction,2023-09-30,2002-09-25,1985-01-24,2018-01-31
EMP46281,Maëlle,Loyer,Technicien en chef,QUAlité,Aucune,APTE,F,Service D,2024-10-31,1982-06-07,1986-08-18,2013-11-30
EMP06914,Félicie,Leroux,Ingénieur,Logistique,Aucune,APTE,F,DiReCtIOn,1900-01-01,1971-08-28,2014-03-16,2019-07-31
EMP48943,Félix,Rey,Technicien,   Juridique,Aucune,APTE,F,Service B,2024-04-30,1970-03-29,1984-05-16,1999-10-31
EMP29992,Aude,Besson,Agent Principal,RH,Aucune,APTE,M,Service A,2024-10-31,1993-04-24,2010-07-02,2002-09-30
EMP19957,FlaviEn,Legrand,Technicien en chef,Achats,Niveau 1,EN_ATTENTE,M,Service A,2023-07-31,1973-04-07,2010-11-12,1994-06-30
EMP24666,Benoît,Daniel,Technicien,RH,Niveau 1,APTE,M,Service B,2025-01-31,1985-04-24,2006-08-12,1988-11-30
EMP46134,Romain,Barbier,Technicien en chef,Finance,Formation sécurité,APTE,F,Service A,2024-04-30,1987-11-07,2006-05-10,1990-07-31
EMP49393,Yseult,Bénard,Agent,Qualité,Niveau 1,APTE,M,Service C,2023-03-31,1973-04-02,2024-12-11,1992-04-30
EMP47769,Anicet,Schmitt,Agent,Qualité,Niveau 2,APTE,F,Direction,2025-01-31,1967-09-01,2010-08-10,2006-10-31
EMP31602,GillES,Voisin,Agent,Maintenance,Niveau 1,APTE,F,   Service E,2023-04-30,1991-05-13,2016-07-13,1900-01-01
EMP90748,Octave,MoRin,Technicien,Qualité,AucUne,APTE,M,Service E,2023-04-30,1981-06-22,2013-11-28,1991-10-31
EMP35092,FirmIn,Vidal,Ingénieur en chef,Finance,Aucune,APTE,F,Service C,2023-05-31,1977-06-02,1900-01-01,2005-05-31
EMP40774,Nathan,VoiSIN,Agent,Qualité,Niveau 2,APTE,F,Service B,2023-09-30,2000-10-29,1980-09-24,1993-01-31
EMP44150,Gabin,Meunier,Agent,Informatique,Aucune,APTE,M,Service E,2024-09-30,1991-11-07,2003-10-01,1988-09-30
EMP39206,Faustine,Dupont,Agent,Maintenance,Habilitation spéciale,APTE,F,Direction,2023-05-31,2004-03-08,2024-09-22,2002-04-30
EMP72473,Claude,Fontaine,Technicien en chef,Achats,Niveau 2,RESTRICTION,M,Service A,2024-04-30,2002-10-27,1984-06-02,2016-09-30
EMP99001,Émilie,Baron,Agent-Principal,Finance,Aucune,EN_ATTENTE,F,Service A,2024-11-30,1978-12-07,2001-07-07,1900-01-01
EMP03754,Mathias,Cousin,Cadre B,Achats,Niveau 1,APTE,F,Direction,2024-04-30,1968-03-31,2001-03-04,2000-08-31
EMP63845,Nicolas,Rey,Technicien,Qualité,Formation sécurité,APTE,M,DirECTioN,2023-11-30,1964-07-01,2008-09-09,2013-02-28
EMP85515,Noélie,Dumont,Agent,Qualité,Aucune,APTE,M,Service B,2023-07-31,1966-10-31,2017-04-06,1995-04-30
EMP69924,Béranger,Delattre,   Cadre B,Achats,Habilitation spéciale,APTE,F,Service B,2024-04-30,1963-06-20,2023-01-19,1991-07-31
EMP91766,Éloïse,Robert,Agent,Finance,Niveau 2,apte,M,Service A,2023-04-30,2003-09-03,1994-01-27,1986-09-30
EMP38219,Angèle,Maillot,Cadre B,Logistique,Aucune,APTE,M,Service D,2024-04-30,2003-01-14,2014-02-04,2024-02-29
EMP22149,Marius,Leblond, Agent,Qualité,Aucune,APTE,F,Service B,2023-10-31,1990-04-22,1996-12-30,2025-01-31
EMP54090,Pénélope,Guérin,Cadre B,RH,Aucune,APTE,M,Service E,2025-01-31,1992-11-16,1985-01-01,1982-04-30
EMP72663,Jules,Aubert,Technicien en chef,Informatique,Aucune,APTE,Homme,Service D,2024-06-30,2003-10-09,2013-08-28,2013-03-31
EMP24686,Noé,Denis,Technicien,Finance,Niveau 2,APTE,F,Service C,2023-07-31,1996-02-01,1994-05-20,1986-10-31
EMP26447,Axel,Cousin,Ingénieur,Qualité,Aucune,APTE,F,Service D,2024-01-31,2007-06-14,2013-01-04,2012-05-31
EMP95452,Aurélie,Lefort,Agent,Juridique,Aucune,apte,Femme,  Service D,2023-09-30,1962-04-09,2018-01-05,1998-03-31
EMP98717,Vianney,Dumas,Agent Principal,Qualité,Aucune,APTE,M,Service A,2024-08-31,1996-05-08,1988-06-22,1986-06-30
EMP96248,Zacharie,Pellegrin,Agent Principal,Juridique,NiVeaU-1,RESTRICTION,F,Service D,2023-03-31,1975-10-29,2019-03-10,2012-05-31
EMP51532,Lancelot,Vidal,Ingénieur en chef,RH,Niveau 1,apte,M,Service A,2023-07-31,1966-06-22,1988-09-12,2024-07-31
EMP38563,Mégane,Rousseau,Cadre A,RH,Aucune,,M,  Direction,2023-12-31,1987-02-02,2004-09-13,2018-11-30
EMP78942,Victoria,Lacoste,Technicien en chef,Maintenance,Formation sécurité,APTE,M,Service D,2024-01-31,1977-12-28,1981-12-02,1990-12-31
EMP54800,Apollin,David,Technicien en chef,Juridique,AuCune,APTE,F,Service A,2023-01-31,2008-06-21,2012-02-18,1988-11-30
EMP76806,Evelyne,Leblanc,Ingénieur,RH,Habilitation spéciale,APTE,M,Service A,2024-07-31,2002-02-12,1982-07-17,2006-08-31
EMP71201,Anatole,Pottier,Ingénieur,Achats,FORMatiOn-sécuritÉ,APTE,F,Service A,2023-05-31,1987-10-24,2021-03-01,2009-10-31
